Título De La Obra;A.K.A;Estilo;Técnica;Zona Mab;Lugar De Intervención;URL Imagen;Descripción;
Sin Título;Gruterium;Ilustración;Aerosol Y Vinilo;Carrera 14 - Festival De Arte Urbano Gráficas Del Sur;Calle 28 No.13 A – 20 Sur;https://idartesencasa.gov.co/sites/default/files/2023-12/27_KR14_FGS_ENTREGA_FOTO_BAJA_CRISTHIAN_PEREZ.jpg;;
Sin Título;Yuca;Graffiti Quick Piece;Vinilo Y Aerosol;Carrera 14 - Festival De Arte Urbano Gráficas Del Sur;Calle 28 No. 13 A – 20 Sur;https://idartesencasa.gov.co/sites/default/files/2023-12/28_KR14_FGS_ENTREGA_FOTO_BAJA_CRISTHIAN_PEREZ.jpg;;
Sin Título;Wfk;Graffiti Writing - Wild Style;Aerosol Y Vinilo;Carrera 14 - Festival De Arte Urbano Gráficas Del Sur;Av. Caracas 35 – 06 Sur;https://idartesencasa.gov.co/sites/default/files/2023-12/31_KR14_FGS_ENTREGA_FOTO_BAJA_CRISTHIAN_PEREZ.jpg;;
Sin Título;Orum;Graffiti Writing - Wild Style;Vinilo Y Aerosol;Carrera 14 - Festival De Arte Urbano Gráficas Del Sur;Av. Caracas 35 – 06 Sur;https://idartesencasa.gov.co/sites/default/files/2023-12/32_KR14_FGS_ENTREGA_FOTO_BAJA_CRISTHIAN_PEREZ.jpg;;
Sin Título;Lorraine;Character;Vinilo Y Aerosol;Carrera 14 - Festival De Arte Urbano Gráficas Del Sur;Av. Caracas 35 – 06 Sur;https://idartesencasa.gov.co/sites/default/files/2023-12/33_KR14_FGS_ENTREGA_FOTO_BAJA_CRISTHIAN_PEREZ.jpg;;
Sin Título;Dom;Ilustración Character;Aerosol Y Vinilo;Carrera 14 - Festival De Arte Urbano Gráficas Del Sur;Av. Caracas 35 – 06 Sur;https://idartesencasa.gov.co/sites/default/files/2023-12/34_KR14_FGS_ENTREGA_FOTO_BAJA_CRISTHIAN_PEREZ.jpg;;
Sin Título;Aisverg;Graffiti Writing 3D;Vinilo Y Aerosol;Carrera 14 - Festival De Arte Urbano Gráficas Del Sur;Av. Caracas 35 – 06 Sur;https://idartesencasa.gov.co/sites/default/files/2023-12/35_KR14_FGS_ENTREGA_FOTO_BAJA_CRISTHIAN_PEREZ.jpg;;
Sin Título;Dexs;Graffiti Writing - Wild Style;Vinilo Y Aerosol;Carrera 14 - Festival De Arte Urbano Gráficas Del Sur;Av. Caracas 35 – 06 Sur;https://idartesencasa.gov.co/sites/default/files/2023-12/36_KR14_FGS_ENTREGA_FOTO_BAJA_CRISTHIAN_PEREZ.jpg;;
Sin Título;Cos One;Realismo - Personaje;Vinilo Y Aerosol;Carrera 14 - Festival De Arte Urbano Gráficas Del Sur;Av. Caracas 35 – 06 Sur;https://idartesencasa.gov.co/sites/default/files/2023-12/37_KR14_FGS_ENTREGA_FOTO_BAJA_CRISTHIAN_PEREZ.jpg;;
Sin Título;Ncp Crew;Ilustración Personaje - Graffiti Writing Wild Style;Aerosol Y Vinilo;Carrera 14 - Festival De Arte Urbano Gráficas Del Sur;Av. Caracas 35 – 06 Sur;https://idartesencasa.gov.co/sites/default/files/2023-12/38_KR14_FGS_ENTREGA_FOTO_BAJA_CRISTHIAN_PEREZ.JPG.jpg;;
Sin Título;Mal Crew;Mural  Extensor;Vinilo Y Aerosol;Carrera 14 - Festival De Arte Urbano Gráficas Del Sur;Av. Caracas 35A - 22 Sur;https://idartesencasa.gov.co/sites/default/files/2023-12/39_KR14_FGS_ENTREGA_FOTO_BAJA_CRISTHIAN_PEREZ.jpg;;
Sin Título;Brain;Writing - Wildstyle;Vinilo Y Aerosol;Carrera 14 - Festival De Arte Urbano Gráficas Del Sur;Av. Caracas 35A - 14 Sur;https://idartesencasa.gov.co/sites/default/files/2023-12/40_KR14_FGS_ENTREGA_FOTO_BAJA_CRISTHIAN_PEREZ.jpg;;
La Música Y Los 50 Años Del Hip Hop- Homenaje A Inger Y Saint;Mako;Ilustración Y Personajes;Vinilo Y Aerosol;Carrera 14 - Festival Surfest Spray Latino - Tramo 1;Calle 11 Sur - Colegio Montessori;https://idartesencasa.gov.co/sites/default/files/2024-01/01_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop- Homenaje A Inger Y Saint;Eva One (Medellin);Personaje Y Graffiti Writing;Vinilo Y Aerosol;Carrera 14 - Festival Surfest Spray Latino - Tramo 1;Calle 11 Sur - Colegio Montessori;https://idartesencasa.gov.co/sites/default/files/2024-01/02_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop- Homenaje A Inger Y Saint;Cervix;Graffiti Writing Wildstyle;Vinilo Y Aerosol;Carrera 14 - Festival Surfest Spray Latino - Tramo 1;Calle 11 Sur - Colegio Montessori;https://idartesencasa.gov.co/sites/default/files/2024-01/03_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop- Homenaje A Inger Y Saint;Adex;Ilustración, Graffiti Y Writing;Vinilo Y Aerosol;Carrera 14 - Festival Surfest Spray Latino - Tramo 1;Calle 11 Sur - Colegio Montessori;https://idartesencasa.gov.co/sites/default/files/2024-01/04_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop- Homenaje A Inger Y Saint;Lapiz (Cali);Retrato Ilustrado - Graffiti;Vinilo Y Aerosol;Carrera 14 - Festival Surfest Spray Latino - Tramo 1;Calle 11 Sur - Colegio Montessori;https://idartesencasa.gov.co/sites/default/files/2024-01/05_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop- Homenaje A Inger Y Saint;Zokope (Villavicencio);Graffiti Y Writing;Aerosol Y Vinilo;Carrera 14 - Festival Surfest Spray Latino - Tramo 1;Calle 11 Sur - Colegio Montessori;https://idartesencasa.gov.co/sites/default/files/2024-01/06_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop- Homenaje A Inger Y Saint;Fister (Mexico);Graffiti Writing Wildstyle;Vinilo Y Aerosol;Carrera 14 - Festival Surfest Spray Latino - Tramo 1;Calle 11 Sur - Colegio Montessori;https://idartesencasa.gov.co/sites/default/files/2024-01/07_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop- Homenaje A Inger Y Saint;Eanc (Mexico);Retrato;Vinilo Y Aerosol;Carrera 14 - Festival Surfest Spray Latino - Tramo 1;Calle 11 Sur - Colegio Montessori;https://idartesencasa.gov.co/sites/default/files/2024-01/08_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop- Homenaje A Inger Y Saint;Filos (Ibague);Graffiti Writing Wild Style - Personaje;Aerosol Y Vinilo;Carrera 14 - Festival Surfest Spray Latino - Tramo 1;Calle 11 Sur - Colegio Montessori;https://idartesencasa.gov.co/sites/default/files/2024-01/09_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop- Homenaje A Inger Y Saint;Splash (Ecuador);Graffiti Writing Wild Style - Personaje;Aerosol Y Vinilo;Carrera 14 - Festival Surfest Spray Latino - Tramo 1;Calle 11 Sur - Colegio Montessori;https://idartesencasa.gov.co/sites/default/files/2024-01/10_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop- Homenaje A Inger Y Saint;Spec (Mexico);Graffiti Writing - 3D Orgánico;Aerosol Y Vinilo;Carrera 14 - Festival Surfest Spray Latino - Tramo 1;Calle 11 Sur - Colegio Montessori;https://idartesencasa.gov.co/sites/default/files/2024-01/11_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop- Homenaje A Inger Y Saint;Dom;Personaje;Aerosol Y Vinilo;Carrera 14 - Festival Surfest Spray Latino - Tramo 1;Calle 11 Sur - Colegio Montessori;https://idartesencasa.gov.co/sites/default/files/2024-01/12_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop- Homenaje A Inger Y Saint;Plasma;Personaje;Vinilo Y Aerosol;Carrera 14 - Festival Surfest Spray Latino - Tramo 1;Calle 11 Sur - Colegio Montessori;https://idartesencasa.gov.co/sites/default/files/2024-01/13_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop- Homenaje A Inger Y Saint;La De Los Mamarrachos;Ilustración - Personajes;Vinilo Y Aerosol;Carrera 14 - Festival Surfest Spray Latino - Tramo 1;Calle 11 Sur - Colegio Montessori;https://idartesencasa.gov.co/sites/default/files/2024-01/14_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop- Homenaje A Inger Y Saint;Vnc Ghostnek (Veneuela);Graffiti Writing - 3Dmodel Pastel;Vinilo Y Aerosol;Carrera 14 - Festival Surfest Spray Latino - Tramo 1;Calle 11 Sur - Colegio Montessori;https://idartesencasa.gov.co/sites/default/files/2024-01/15_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop- Homenaje A Inger Y Saint;Chavo;Graffiti Writing - 3D Model Pastel;Vinilo Y Aerosol;Carrera 14 - Festival Surfest Spray Latino - Tramo 1;Calle 11 Sur - Colegio Montessori;https://idartesencasa.gov.co/sites/default/files/2024-01/16_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop- Homenaje A Inger Y Saint;Mr Jeres;Retrato;Aerosol Y Vinilo;Carrera 14 - Festival Surfest Spray Latino - Tramo 1;Calle 11 Sur - Colegio Montessori;https://idartesencasa.gov.co/sites/default/files/2024-01/17_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop- Homenaje A Inger Y Saint;Bomer;Graffiti Writing Wild Style;Aerosol Y Vinilo;Carrera 14 - Festival Surfest Spray Latino - Tramo 1;Calle 11 Sur - Colegio Montessori;https://idartesencasa.gov.co/sites/default/files/2024-01/18_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop- Homenaje A Inger Y Saint;Esaok;Retrato;Aerosol Y Vinilo;Carrera 14 - Festival Surfest Spray Latino - Tramo 1;Calle 11 Sur - Colegio Montessori;https://idartesencasa.gov.co/sites/default/files/2024-01/19_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop- Homenaje A Inger Y Saint;Warioker;Graffiti Writing Wild Style;Vinilo Y Aerosol;Carrera 14 - Festival Surfest Spray Latino - Tramo 1;Calle 11 Sur - Colegio Montessori;https://idartesencasa.gov.co/sites/default/files/2024-01/20_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop - Homenaje A Inger Y Saint;Tony Too;Perosnaje;Vinilo Y Aerosol;Carrera 14 - Festival Surfest Spray Latino - Tramo 1;Calle 11 Sur - Colegio Montessori;https://idartesencasa.gov.co/sites/default/files/2024-01/21_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop - Homenaje A Inger Y Saint;The Crookline;Graffiti Writing - 3D Model Pastel;Vinilo Y Aerosol;Carrera 14 - Festival Surfest Spray Latino - Tramo 1;Calle 11 Sur - Colegio Montessori;https://idartesencasa.gov.co/sites/default/files/2024-01/22_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop - Homenaje A Inger Y Saint;Isco;Personaje;Vinilo Y Aerosol;Carrera 14 - Festival Surfest Spray Latino - Tramo 1;Calle 11 Sur - Colegio Montessori;https://idartesencasa.gov.co/sites/default/files/2024-01/23_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop - Homenaje A Inger Y Saint;Dipstyle;Graffiti Writing - 3D Model Pastel;Vinilo Y Aerosol;Carrera 14 - Festival Surfest Spray Latino - Tramo 1;Calle 11 Sur - Colegio Montessori;https://idartesencasa.gov.co/sites/default/files/2024-01/24_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop - Homenaje A Inger Y Saint;Skizo (Pereira);Retrato;Aerosol Y Vinilo;Carrera 14 - Festival Surfest Spray Latino - Tramo 1;Calle 11 Sur - Colegio Montessori;https://idartesencasa.gov.co/sites/default/files/2024-01/25_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop - Homenaje A Inger Y Saint;Estar;Graffiti Writing Wild Style;Vinilo Y Aerosol;Carrera 14 - Festival Surfest Spray Latino - Tramo 1;Calle 11 Sur - Colegio Montessori;https://idartesencasa.gov.co/sites/default/files/2024-01/26_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop - Homenaje A Inger Y Saint;Agria;Ilustración;Vinilo Y Aerosol;Carrera 14 - Festival Surfest Spray Latino - Tramo 1;Calle 11 Sur - Colegio Montessori;https://idartesencasa.gov.co/sites/default/files/2024-01/27_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop - Homenaje A Inger Y Saint;Gama;Retrato;Vinilo Y Aerosol;Carrera 14 - Festival Surfest Spray Latino - Tramo 1;Calle 11 Sur - Colegio Montessori;https://idartesencasa.gov.co/sites/default/files/2024-01/28_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop - Homenaje A Inger Y Saint;Lunatica (La Ceja Antioquia);Ilustraciónf;Vinilo Y Aerosol;Carrera 14 - Festival Surfest Spray Latino - Tramo 1;Calle 11 Sur - Colegio Montessori;https://idartesencasa.gov.co/sites/default/files/2024-01/29_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop - Homenaje A Inger Y Saint;Craneo (Manizales);Ilustración;Vinilo Y Aerosol;Carrera 14 - Festival Surfest Spray Latino - Tramo 1;Calle 11 Sur - Colegio Montessori;https://idartesencasa.gov.co/sites/default/files/2024-01/30_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop - Homenaje A Inger Y Saint;Jer (Peru);Ilustración;Aerosol Y Vinilo;Carrera 14 - Festival Surfest Spray Latino - Tramo 1;Calle 11 Sur - Colegio Montessori;https://idartesencasa.gov.co/sites/default/files/2024-01/31_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop - Homenaje A Inger Y Saint;Perrograff (Medellin);Graffiti Writing - 3D Model Pastel;Vinilo Y Aerosol;Carrera 14 - Festival Surfest Spray Latino - Tramo 1;Calle 11 Sur - Colegio Montessori;https://idartesencasa.gov.co/sites/default/files/2024-01/32_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop - Homenaje A Inger Y Saint;Mr Dee (Mexico);Ilustración;Vinilo Y Aerosol;Carrera 14 - Festival Surfest Spray Latino - Tramo 1;Calle 11 Sur - Colegio Montessori;https://idartesencasa.gov.co/sites/default/files/2024-01/33_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop - Homenaje A Inger Y Saint;Artkasmo (Ecuador);Graffiti Y Writing;Vinilo Y Aerosol;Carrera 14 - Festival Surfest Spray Latino - Tramo 1;Calle 11 Sur - Colegio Montessori;https://idartesencasa.gov.co/sites/default/files/2024-01/34_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop - Homenaje A Inger Y Saint;Racek (Peru);Ilustración;Vinilo Y Aerosol;Carrera 14 - Festival Surfest Spray Latino - Tramo 1;Calle 11 Sur - Colegio Montessori;https://idartesencasa.gov.co/sites/default/files/2024-01/35_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop - Homenaje A Inger Y Saint;Scork (Mexico);Retrato;Aerosol Y Vinilo;Carrera 14 - Festival Surfest Spray Latino - Tramo 1;Calle 11 Sur - Colegio Montessori;https://idartesencasa.gov.co/sites/default/files/2024-01/36_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop - Homenaje A Inger Y Saint;Cerocatorce (Villavicencio);Ilustración;Aerosol Y Vinilo;Carrera 14 - Festival Surfest Spray Latino - Tramo 1;Calle 11 Sur - Colegio Montessori;https://idartesencasa.gov.co/sites/default/files/2024-01/37_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop - Homenaje A Inger Y Saint;Fluffy (Medellin);Ilustración Y Personajes;Vinilo Y Aerosol;Carrera 14 - Festival Surfest Spray Latino - Tramo 1;Calle 11 Sur - Colegio Montessori;https://idartesencasa.gov.co/sites/default/files/2024-01/38_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop - Homenaje A Inger Y Saint;Poma (Medellin);Graffiti Writing Wild Style;Vinilo Y Aerosol;Carrera 14 - Festival Surfest Spray Latino - Tramo 1;Calle 11 Sur - Colegio Montessori;https://idartesencasa.gov.co/sites/default/files/2024-01/39_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop - Homenaje A Inger Y Saint;Rome;Graffiti Writing 3D Model Pastel - Retrato;Vinilo Y Aerosol;Carrera 14 - Festival Surfest Spray Latino - Tramo 1;Calle 11 Sur - Colegio Montessori;https://idartesencasa.gov.co/sites/default/files/2024-01/40_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop - Homenaje A Inger Y Saint;Dose;Graffiti Writing Wild Style;Aerosol Y Vinilo;Carrera 14 - Festival Surfest Spray Latino - Tramo 2;Calle 26 Sur - Costado Occidente;https://idartesencasa.gov.co/sites/default/files/2024-01/41_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop- Homenaje A Inger Y Saint;Lak;Retrato - Ilustración;Aerosol Y Vinilo;Carrera 14 - Festival Surfest Spray Latino - Tramo 2;Calle 26 Sur - Costado Occidente;https://idartesencasa.gov.co/sites/default/files/2024-01/42_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop - Homenaje A Inger Y Saint;Ceos;Graffiti Writing Wild Style;Aerosol Y Vinilo;Carrera 14 - Festival Surfest Spray Latino - Tramo 2;Calle 26 Sur - Costado Occidente;https://idartesencasa.gov.co/sites/default/files/2024-01/43_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop - Homenaje A Inger Y Saint;Subo;Ilustración - Personajes;Vinilo Y Aerosol;Carrera 14 - Festival Surfest Spray Latino - Tramo 2;Calle 26 Sur - Costado Occidente;https://idartesencasa.gov.co/sites/default/files/2024-01/44_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop -  Tres Coronas;Wade (Peru);Writing - Wildstyle;Vinilo Y Aerosol;Carrera 14 - Festival Surfest Spray Latino - Tramo 3;Calle 26 Sur - Costado Occidente;https://idartesencasa.gov.co/sites/default/files/2024-01/45_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop -  Tres Coronas;Meyf (Peru);Writing - Wildstyle;Vinilo Y Aerosol;Carrera 14 - Festival Surfest Spray Latino - Tramo 3;Calle 26 Sur - Costado Occidente;https://idartesencasa.gov.co/sites/default/files/2024-01/46_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop -  Tres Coronas;Jat Oner (Peru);Retrato;Vinilo Y Aerosol;Carrera 14 - Festival Surfest Spray Latino - Tramo 1;Calle 26 Sur - Costado Occidente;https://idartesencasa.gov.co/sites/default/files/2024-01/47_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop -  Tres Coronas;Sonik (Peru);Writing - Wildstyle;Aerosol Y Vinilo;Carrera 14 - Festival Surfest Spray Latino - Tramo 3;Calle 26 Sur - Costado Occidente;https://idartesencasa.gov.co/sites/default/files/2024-01/48_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop -  Tres Coronas;Jat Oner (Peru);Retrato;Aerosol Y Vinilo;Carrera 14 - Festival Surfest Spray Latino - Tramo 3;Calle 11 Sur - Colegio Montessori;https://idartesencasa.gov.co/sites/default/files/2024-01/49_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop -  Tres Coronas;Pjone (Peru);Writing - Wildstyle;Vinilo Y Aerosol;Carrera 14 - Festival Surfest Spray Latino - Tramo 3;Calle 26 Sur - Costado Occidente;https://idartesencasa.gov.co/sites/default/files/2024-01/50_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop -  Tres Coronas;Mono Wild (Peru);Writing - Wildstyle;Aerosol Y Vinilo;Carrera 14 - Festival Surfest Spray Latino - Tramo 3;Calle 26 Sur - Costado Occidente;https://idartesencasa.gov.co/sites/default/files/2024-01/51_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop;Majek (Usa);Writing - Wildstyle;Vinilo Y Aerosol;Carrera 14 - Festival Surfest Spray Latino - Tramo 4;Calle 30 Sur - Av Caracas - Colegio Clemencia Holguin;https://idartesencasa.gov.co/sites/default/files/2024-01/52_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop;Jholman Pedraos (Guaviare);Ilustración;Vinilo Y Aerosol;Carrera 14 - Festival Surfest Spray Latino - Tramo 4;Calle 30 Sur - Av Caracas - Colegio Clemencia Holguin;https://idartesencasa.gov.co/sites/default/files/2024-01/53_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop;Magara (Guaviare);Ilustración - Retrato;Vinilo Y Aerosol;Carrera 14 - Festival Surfest Spray Latino - Tramo 4;Calle 30 Sur - Av Caracas - Colegio Clemencia Holguin;https://idartesencasa.gov.co/sites/default/files/2024-01/54_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop;Quindiano (Guaviare);Ilustración - Retrato;Vinilo Y Aerosol;Carrera 14 - Festival Surfest Spray Latino - Tramo 4;Calle 30 Sur - Av Caracas - Colegio Clemencia Holguin;https://idartesencasa.gov.co/sites/default/files/2024-01/55_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop;Kazt (Guaviare);Ilustracion - Personaje;Aerosol Y Vinilo;Carrera 14 - Festival Surfest Spray Latino - Tramo 4;Calle 30 Sur - Av Caracas - Colegio Clemencia Holguin;https://idartesencasa.gov.co/sites/default/files/2024-01/56_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop;Woobs;Writing Wildstyle - Personaje;Aerosol Y Vinilo;Carrera 14 - Festival Surfest Spray Latino - Tramo 4;Calle 30 Sur - Av Caracas - Colegio Clemencia Holguin;https://idartesencasa.gov.co/sites/default/files/2024-01/57_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop;Zow (Santa Marta);Ilustracion - Retrato;Aerosol Y Vinilo;Carrera 14 - Festival Surfest Spray Latino - Tramo 4;Calle 30 Sur - Av Caracas - Colegio Clemencia Holguin;https://idartesencasa.gov.co/sites/default/files/2024-01/58_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop;Onsek;Writing - Wildstyle;Aerosol Y Vinilo;Carrera 14 - Festival Surfest Spray Latino - Tramo 4;Calle 30 Sur - Av Caracas - Colegio Clemencia Holguin;https://idartesencasa.gov.co/sites/default/files/2024-01/59_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop;Kham;Ilustración - Retrato;Vinilo Y Aerosol;Carrera 14 - Festival Surfest Spray Latino - Tramo 4;Calle 30 Sur - Av Caracas - Colegio Clemencia Holguin;https://idartesencasa.gov.co/sites/default/files/2024-01/60_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop;Ghos (Armenia);Ilustración - Retrato;Aerosol Y Vinilo;Carrera 14 - Festival Surfest Spray Latino - Tramo 4;Calle 30 Sur - Av Caracas - Colegio Clemencia Holguin;https://idartesencasa.gov.co/sites/default/files/2024-01/61_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop;La Bily;Writing Wildstyle - Personaje;Vinilo Y Aerosol;Carrera 14 - Festival Surfest Spray Latino - Tramo 4;Calle 30 Sur - Av Caracas - Colegio Clemencia Holguin;https://idartesencasa.gov.co/sites/default/files/2024-01/62_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop;Tno;Writing Wildstyle - Personaje;Aerosol Y Vinilo;Carrera 14 - Festival Surfest Spray Latino - Tramo 4;Calle 30 Sur - Av Caracas - Colegio Clemencia Holguin;https://idartesencasa.gov.co/sites/default/files/2024-01/63_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
La Música Y Los 50 Años Del Hip Hop;Aneb;Ilustración;Aerosol Y Vinilo;Carrera 14 - Festival Surfest Spray Latino - Tramo 4;Calle 30 Sur - Av Caracas - Colegio Clemencia Holguin;https://idartesencasa.gov.co/sites/default/files/2024-01/64_KR14_SF_2023_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
